Line,level,category,Note,1963,1964,1965,1966,1967,1968,1969,1970,1971,1972,1973,1974,1975,1976,1977,1978,1979,1980,1981,1982,1983,1984,1985,1986,1987,1988,1989,1990,1991,1992,1993,1994,1995,1996,1997
580,2,      Taxes on production and imports less subsidies,,,,,,,,,,,,,,,,,,,,,,,,,,9.8,11,12.1,13.4,14.5,15.8,16.2,17.3,17.7,18.8,20.9
581,2,      Gross operating surplus,,,,,,,,,,,,,,,,,,,,,,,,,,121.7,127.8,144.5,157.5,154,164.2,176.2,186.6,195.1,213.3,227.9
582,2,    Intermediate inputs,,17.2,18.6,20.3,23,24,26.1,28.9,31.7,33.3,36.3,40.5,44.1,47.1,52,55.5,64.4,72.7,82.2,97.9,106.8,117.7,134.7,151,162.5,179.4,215.1,241.7,260.6,271.9,278.9,307.9,341.2,390,434.5,505.3
583,2,      Energy inputs,,1.4,1.3,1.3,1.3,1.2,1.2,1.3,1.4,1.4,1.4,1.6,2.3,2.6,3.2,3.6,3.9,4.8,5.8,6.7,6.6,6.6,6.8,7.1,6,6.1,6.8,7.6,8.7,8.7,8.9,9.4,10,10.9,11.9,13.4
584,2,      Materials inputs,,2.4,2.9,3.6,4.4,4.9,5.1,5.2,5,4.8,5.1,5.4,6.2,6.2,7.4,8.5,9.5,11.1,14,16.1,17.3,17.9,21.3,24.3,25,29.6,35.3,37.8,39,39.9,38.9,42.9,47.7,56.3,60.9,68
585,2,      Purchased-services inputs,,13.4,14.4,15.4,17.3,17.9,19.8,22.4,25.3,27.1,29.8,33.5,35.6,38.2,41.5,43.3,51.1,56.9,62.5,75,82.9,93.2,106.6,119.6,131.5,143.8,173,196.3,212.8,223.3,231.1,255.7,283.6,322.8,361.7,423.9
586,3,"    Professional, scientific, and technical services",,24,26.1,28.5,32.5,34.7,37.4,41.8,46.2,49.5,54.7,62.2,68.1,73.8,81.4,91.3,106.5,123.4,142.6,167.6,185.3,207.9,238.8,271.5,299.9,332.7,379.6,426.2,464,475.4,503,540,572.7,627.7,695.9,799.8
587,3,      Value added,,13.5,14.9,16.5,18.7,20.4,22.1,24.7,27.1,29.5,33,38,42,46.3,52,61.7,71.2,83.7,97,110.5,121.8,139.1,160.4,182.3,203.8,223.8,257.9,288.8,319.8,326.3,353.6,370.3,388.6,412.7,451.6,499.7
588,3,        Compensation of employees,,,,,,,,,,,,,,,,,,,,,,,,,,136.7,158.6,176.2,194.8,199.9,217.8,227.6,237.9,258,284.9,326.9
589,3,        Taxes on production and imports less subsidies,,,,,,,,,,,,,,,,,,,,,,,,,,5.4,6.2,6.8,7.5,8,8.7,8.6,8.9,8.8,9.2,10.3
590,3,        Gross operating surplus,,,,,,,,,,,,,,,,,,,,,,,,,,81.7,93,105.7,117.5,118.4,127.2,134,141.8,145.9,157.4,162.5
591,3,      Intermediate inputs,,10.5,11.2,12,13.9,14.2,15.3,17.1,19.1,20,21.7,24.2,26.1,27.4,29.4,29.7,35.2,39.7,45.6,57.1,63.4,68.8,78.4,89.2,96.1,108.9,121.7,137.4,144.2,149.1,149.4,169.7,184.1,215,244.3,300.1
592,3,        Energy inputs,,0.8,0.7,0.6,0.6,0.5,0.5,0.5,0.5,0.5,0.5,0.6,1,1.1,1.3,1.5,1.6,2.1,2.7,3.4,3.3,3.1,3,3.1,2.4,2.3,2.3,2.6,2.8,2.8,2.7,2.7,2.6,2.8,3,3.4
593,3,        Materials inputs,,1.4,1.7,2.3,2.9,3.4,3.4,3.3,3.1,2.9,2.9,3.1,3.4,3.5,4,4.3,4.9,5.8,7.4,8.9,9.8,10,11.9,13.6,14,16.7,18.5,19.7,19.5,19.9,18.2,21.2,23.5,28.9,32.4,38.3
594,3,        Purchased-services inputs,,8.4,8.8,9.1,10.3,10.3,11.4,13.3,15.5,16.6,18.3,20.5,21.7,22.9,24.1,23.8,28.7,31.9,35.6,44.8,50.3,55.7,63.5,72.5,79.7,90,100.9,115.1,121.8,126.5,128.4,145.8,157.9,183.3,209,258.5
595,3,    Legal services,,7,7.4,8,9,9.5,10,11.1,13.1,14.4,15.9,18.3,20.2,21,23.1,25.5,29.3,30.9,34.7,40.9,45.3,49.8,56.5,64.7,71.9,81.4,92.7,101.5,111.5,114.5,124.5,129.1,132.6,134.6,145.3,155.6
596,3,      Value added,,4,4.3,4.7,5.3,5.6,5.9,6.5,7.5,8.4,9.4,10.6,11.8,12.9,14.2,17.4,19.1,21.7,23.9,26.3,30.3,35.2,41.7,47,54.7,59.7,70.1,76.2,83.4,85.9,92.9,94.3,94.7,95.5,100.4,104
597,3,        Compensation of employees,,,,,,,,,,,,,,,,,,,,,,,,,,32,38.2,41.2,45.4,46.8,49.8,51,51.3,52.5,54.8,60.5
598,3,        Taxes on production and imports less subsidies,,,,,,,,,,,,,,,,,,,,,,,,,,3.6,4,4.4,4.7,5,5.3,4.9,4.6,4,3.8,3.6
599,3,        Gross operating surplus,,,,,,,,,,,,,,,,,,,,,,,,,,24.1,27.9,30.5,33.3,34.1,37.9,38.4,38.8,39,41.8,39.9
600,3,      Intermediate inputs,,3,3.1,3.3,3.8,3.9,4.1,4.6,5.6,6,6.5,7.7,8.4,8.1,8.9,8.2,10.1,9.2,10.8,14.6,15,14.6,14.8,17.7,17.2,21.7,22.6,25.3,28.2,28.7,31.6,34.9,37.9,39,44.8,51.7
601,3,        Energy inputs,,0.3,0.2,0.2,0.2,0.2,0.2,0.1,0.2,0.1,0.1,0.2,0.3,0.4,0.4,0.5,0.6,0.6,0.9,1.2,1.1,0.9,0.8,0.9,0.6,0.6,0.6,0.6,0.6,0.5,0.4,0.4,0.4,0.4,0.4,0.4
602,3,        Materials inputs,,0.2,0.2,0.3,0.3,0.3,0.4,0.4,0.4,0.4,0.5,0.6,0.7,0.6,0.8,0.8,1,1,1.3,1.7,1.8,1.5,1.5,1.7,1.6,1.9,1.9,2,2.1,2.1,2.2,2.9,3.6,4.2,5,5.9
603,3,        Purchased-services inputs,,2.6,2.6,2.8,3.2,3.4,3.6,4,5,5.5,5.9,6.9,7.4,7.1,7.7,6.9,8.6,7.6,8.7,11.7,12.1,12.1,12.5,15.1,15,19.2,20.1,22.7,25.5,26.1,28.9,31.5,33.8,34.5,39.5,45.4
604,3,    Computer systems design and related services,,2,2.2,2.4,3,2.8,2.9,3.6,4.2,3.9,3.9,4.5,5.5,6.8,7.4,7.8,9,11.5,13.8,16.5,19.4,20.9,23.8,25.3,27.3,26.6,31.3,37.2,40.1,42.6,40.5,55.7,63,74.6,84.4,123.9
605,3,      Value added,,0.9,1.1,1.2,1.4,1.5,1.7,1.9,2.1,2.2,2.5,2.9,3.2,3.5,4.1,5,6.1,7.5,8.8,10.3,11.7,14,16.1,18.4,20,21.7,24.5,27.8,31,33.3,37.1,41.1,45.8,51,60.4,75.5
606,3,        Compensation of employees,,,,,,,,,,,,,,,,,,,,,,,,,,18.9,21.1,23.9,26.5,28.4,31.7,34.7,38.6,43.4,51.2,64.1
607,3,        Taxes on production and imports less subsidies,,,,,,,,,,,,,,,,,,,,,,,,,,0.3,0.3,0.4,0.4,0.5,0.6,0.7,0.9,1.1,1.3,1.8
608,3,        Gross operating surplus,,,,,,,,,,,,,,,,,,,,,,,,,,2.5,3.1,3.6,4.1,4.4,4.9,5.7,6.3,6.5,7.9,9.5
609,3,      Intermediate inputs,,1,1.1,1.2,1.6,1.3,1.2,1.7,2.1,1.7,1.4,1.6,2.3,3.3,3.3,2.8,2.9,4,4.9,6.1,7.6,6.9,7.7,6.9,7.3,4.9,6.8,9.4,9.1,9.3,3.4,14.6,17.2,23.6,24,48.4
610,3,        Energy inputs,,0,0,0,0,0,0,0,0,0,0,0,0.1,0.1,0.1,0.1,0.1,0.2,0.3,0.4,0.4,0.4,0.4,0.3,0.2,0,0,0.1,0.1,0.1,0,0.2,0.2,0.3,0.3,0.7
611,3,        Materials inputs,,0.1,0.1,0.1,0.2,0.1,0.1,0.2,0.2,0.1,0.1,0.2,0.4,0.6,0.8,0.8,0.8,1.1,1.4,1.7,2,1.7,2,1.7,1.7,1.1,1.7,2.4,2.4,2.6,1,1.8,1.7,2.1,2,3.6
612,3,        Purchased-services inputs,,0.9,1,1.1,1.4,1.1,1.1,1.5,1.9,1.5,1.3,1.4,1.9,2.6,2.4,1.9,2,2.7,3.2,4.1,5.2,4.9,5.4,4.9,5.3,3.8,5,6.9,6.6,6.6,2.3,12.6,15.3,21.1,21.7,44.1
613,3,"    Miscellaneous professional, scientific, and technical services",,15.1,16.6,18.1,20.5,22.4,24.5,27.2,29,31.2,34.9,39.3,42.3,46,50.8,58,68.2,81,94.2,110.3,120.6,137.2,158.5,181.4,200.7,224.7,255.6,287.5,312.3,318.3,337.9,355.1,377.1,418.5,466.2,520.3
614,3,      Value added,,8.6,9.5,10.6,12.1,13.3,14.5,16.3,17.5,18.9,21.1,24.4,27,29.9,33.6,39.3,46,54.5,64.3,73.9,79.8,89.9,102.6,116.8,129.1,142.5,163.2,184.8,205.4,207.1,223.5,234.9,248.1,266.1,290.7,320.2
615,3,        Compensation of employees,,,,,,,,,,,,,,,,,,,,,,,,,,85.8,99.4,111.1,122.9,124.7,136.3,141.9,148,162.1,178.9,202.3
616,3,        Taxes on production and imports less subsidies,,,,,,,,,,,,,,,,,,,,,,,,,,1.6,1.9,2.1,2.4,2.6,2.8,3,3.4,3.7,4.1,4.9
617,3,        Gross operating surplus,,,,,,,,,,,,,,,,,,,,,,,,,,55.1,62,71.6,80.1,79.9,84.4,89.9,96.6,100.4,107.7,113
618,3,      Intermediate inputs,,6.5,7,7.6,8.5,9,9.9,10.9,11.4,12.3,13.8,14.9,15.3,16,17.2,18.6,22.2,26.6,29.9,36.4,40.7,47.3,55.9,64.6,71.6,82.3,92.4,102.8,106.9,111.2,114.4,120.2,129,152.4,175.5,200.1
619,3,        Energy inputs,,0.5,0.4,0.4,0.4,0.3,0.3,0.3,0.3,0.4,0.4,0.4,0.6,0.7,0.8,0.9,1,1.3,1.6,1.8,1.8,1.8,1.8,1.9,1.5,1.6,1.7,2,2.2,2.2,2.3,2.1,2,2.1,2.3,2.3
620,3,        Materials inputs,,1.1,1.4,1.9,2.4,2.9,2.9,2.8,2.5,2.3,2.3,2.3,2.4,2.2,2.4,2.7,3.1,3.7,4.7,5.5,6.1,6.8,8.5,10.1,10.6,13.6,14.8,15.3,15,15.1,15,16.4,18.2,22.5,25.4,28.7
621,3,        Purchased-services inputs,,4.9,5.1,5.3,5.7,5.8,6.7,7.8,8.6,9.7,11.1,12.2,12.3,13.2,14,15,18.1,21.6,23.6,29,32.9,38.7,45.6,52.6,59.4,67,75.8,85.5,89.7,93.8,97.2,101.7,108.8,127.7,147.8,169
622,2,  Management of companies and enterprises,,13.1,14.2,15.4,16.9,17.7,19.4,20.7,21.3,22.9,24.9,27.6,30,33,37.4,42.1,47.7,52.3,57.4,64.3,67.1,75.4,85.9,94,101.6,104.5,110.9,118.2,125.5,130.6,138.3,147.7,158.3,168.4,179.8,195.2
623,2,    Value added,,9.1,9.8,10.6,11.6,12.2,13.4,14.2,14.7,15.7,17.1,18.9,20.6,22.7,25.6,28.9,32.9,36.1,39.8,45.4,47.3,53.5,61.5,68.3,74.4,77.2,73.8,78.3,81,82,85.6,93.1,97.1,103.8,112.5,125.5
624,2,      Compensation of employees,,,,,,,,,,,,,,,,,,,,,,,,,,59.8,64,67.7,72.2,76.7,81.9,85.5,90,92.8,98.2,105.9
625,2,      Taxes on production and imports less subsidies,,,,,,,,,,,,,,,,,,,,,,,,,,2.3,2.4,2.6,2.9,3.3,3.6,3.8,4.2,4.3,4.6,5
626,2,      Gross operating surplus,,,,,,,,,,,,,,,,,,,,,,,,,,15.1,7.4,8,5.9,1.9,0.1,3.8,3,6.7,9.7,14.5
627,2,    Intermediate inputs,,4.1,4.4,4.8,5.3,5.5,6,6.4,6.7,7.1,7.8,8.7,9.4,10.3,11.7,13.2,14.8,16.2,17.6,18.9,19.8,21.8,24.4,25.7,27.2,27.3,37,39.9,44.5,48.6,52.7,54.5,61.2,64.6,67.2,69.7
628,2,      Energy inputs,,0.2,0.2,0.3,0.3,0.3,0.3,0.3,0.4,0.4,0.4,0.4,0.5,0.6,0.6,0.7,0.8,0.9,1,1.1,1.1,1.2,1.4,1.5,1.5,1.6,1.8,2,2.1,2.2,2.4,2.6,2.8,3,3.3,3.4
629,2,      Materials inputs,,0.2,0.2,0.3,0.3,0.3,0.3,0.3,0.3,0.4,0.4,0.5,0.5,0.5,0.6,0.8,0.8,0.9,1.1,1.2,1.1,1.2,1.4,1.4,1.5,1.5,2.1,2.1,2.3,2.5,2.7,3.6,4.8,5.8,6.5,7.3
630,2,      Purchased-services inputs,,3.6,3.9,4.2,4.7,4.9,5.4,5.8,6,6.4,7,7.8,8.4,9.3,10.5,11.7,13.2,14.4,15.5,16.6,17.6,19.4,21.6,22.7,24.2,24.2,33.1,35.9,40.1,43.8,47.6,48.4,53.6,55.7,57.5,59
631,2,  Administrative and waste management services,,8.1,9.1,10.2,11.4,12.3,13.5,15.1,16.5,17.5,19.7,22.5,25.2,27.3,31.7,37.1,43.2,50.8,57.1,65.4,69.9,79.6,94,106.2,117.2,130.8,154.4,174.3,194.6,197.6,213.5,228.3,253.7,283.9,315.4,350.9
632,2,    Value added,,5.5,6.1,6.7,7.5,8,8.8,9.8,10.6,11.4,12.9,14.8,16.6,18,20.8,24.5,28.8,33.9,38.1,43.4,46.3,52.5,62.1,70.1,78,87.6,98,109.9,122.6,123.3,136.7,144.6,157.8,173.5,192.5,215.4
633,2,      Compensation of employees,,,,,,,,,,,,,,,,,,,,,,,,,,60.7,68.2,76.4,85.6,86.4,96.2,102.4,111.7,126.5,141.4,159
634,2,      Taxes on production and imports less subsidies,,,,,,,,,,,,,,,,,,,,,,,,,,2.1,2.4,2.7,3,3.2,3.5,3.8,4.2,4.6,5,5.6
635,2,      Gross operating surplus,,,,,,,,,,,,,,,,,,,,,,,,,,24.8,27.4,30.9,34.1,33.7,37,38.4,41.9,42.5,46.1,50.8
636,2,    Intermediate inputs,,2.5,3,3.5,3.9,4.3,4.7,5.3,5.9,6.1,6.8,7.7,8.6,9.3,10.9,12.6,14.4,16.8,19,21.9,23.6,27.1,31.9,36.1,39.2,43.2,56.4,64.4,71.9,74.3,76.8,83.7,95.9,110.4,122.9,135.5
637,2,      Energy inputs,,0.4,0.4,0.4,0.4,0.4,0.4,0.4,0.5,0.5,0.5,0.6,0.9,1,1.2,1.4,1.4,1.8,2.1,2.3,2.2,2.3,2.4,2.6,2.1,2.2,2.7,3.1,3.8,3.7,3.8,4.1,4.5,5,5.6,6.5
638,2,      Materials inputs,,0.8,0.9,1.1,1.2,1.3,1.4,1.5,1.5,1.5,1.7,1.9,2.2,2.3,2.8,3.4,3.7,4.4,5.5,6,6.3,6.8,8,9.3,9.6,11.4,14.7,16,17.2,17.5,18,18.1,19.4,21.6,22.1,22.5
639,2,      Purchased-services inputs,,1.4,1.7,2,2.3,2.6,3,3.4,3.9,4.1,4.6,5.2,5.5,6.1,6.9,7.8,9.3,10.7,11.4,13.6,15.1,18.1,21.4,24.3,27.5,29.6,39,45.2,51,53.1,55,61.5,72.1,83.8,95.2,106.5
640,3,    Administrative and support services,,5.6,6.4,7.2,8.3,9.2,9.9,11.2,12.1,12.9,14.5,16.8,19.1,20.7,24,28.7,33.9,40.7,46.4,54.2,58.1,66.6,79.3,88.7,98.6,110.8,130.8,148.4,166.1,169.3,182.5,194.9,217.4,245.6,275.1,308.9
641,3,      Value added,,4.3,4.7,5.2,5.9,6.4,6.9,7.8,8.5,9.1,10.2,11.8,13.4,14.5,16.8,20.1,23.7,28.5,32.6,37.6,40.2,45.5,54.5,61.3,68,76.5,85.5,96,107.6,108.2,120,126.6,138.2,153.2,171.5,193.5
642,3,        Compensation of employees,,,,,,,,,,,,,,,,,,,,,,,,,,54,60.6,68.1,76.4,77.2,86,91.7,100.3,114.6,129.1,146.5
643,3,        Taxes on production and imports less subsidies,,,,,,,,,,,,,,,,,,,,,,,,,,1.4,1.6,1.8,2,2.2,2.4,2.5,2.9,3.1,3.5,4
644,3,        Gross operating surplus,,,,,,,,,,,,,,,,,,,,,,,,,,21.1,23.3,26.2,29.2,28.7,31.6,32.3,35.1,35.5,38.9,43.1
645,3,      Intermediate inputs,,1.4,1.7,2,2.4,2.8,3,3.4,3.6,3.8,4.3,5,5.7,6.2,7.1,8.6,10.1,12.2,13.8,16.6,17.9,21.1,24.8,27.4,30.6,34.3,45.4,52.4,58.5,61.1,62.6,68.3,79.2,92.5,103.6,115.4
646,3,        Energy inputs,,0.1,0.1,0.1,0.1,0,0.1,0.1,0.1,0.1,0.2,0.2,0.3,0.4,0.4,0.5,0.5,0.7,0.8,0.9,0.8,0.9,0.9,0.9,0.8,0.8,1,1.2,1.5,1.6,1.7,2,2.4,3,3.6,4.9
647,3,        Materials inputs,,0.5,0.6,0.7,0.9,1,1,1.1,1.1,1.2,1.3,1.4,1.7,1.7,2,2.5,2.7,3.2,3.9,4.4,4.5,4.9,5.9,6.7,7,8.6,11.1,12,12.8,13,12.9,13.4,15,17.5,18.5,19.4
648,3,        Purchased-services inputs,,0.8,1,1.2,1.5,1.8,1.9,2.2,2.4,2.5,2.8,3.3,3.7,4.1,4.7,5.6,6.9,8.3,9,11.3,12.6,15.3,18,19.8,22.8,24.9,33.3,39.1,44.2,46.6,48,52.9,61.7,71.9,81.5,91
649,3,    Waste management and remediation services,,2.4,2.7,3,3.1,3.2,3.6,3.9,4.4,4.6,5.2,5.7,6.1,6.6,7.7,8.4,9.4,10,10.8,11.2,11.8,12.9,14.7,17.5,18.6,20,23.5,25.9,28.4,28.3,31,33.4,36.3,38.3,40.3,42
650,3,      Value added,,1.3,1.4,1.5,1.6,1.6,1.8,2,2.1,2.4,2.7,3,3.2,3.5,3.9,4.4,5.1,5.4,5.5,5.9,6.1,6.9,7.6,8.8,10,11.1,12.5,13.9,15,15.2,16.7,18,19.6,20.4,21,21.9
651,3,        Compensation of employees,,,,,,,,,,,,,,,,,,,,,,,,,,6.7,7.6,8.3,9.2,9.2,10.2,10.7,11.4,11.9,12.2,12.5
652,3,        Taxes on production and imports less subsidies,,,,,,,,,,,,,,,,,,,,,,,,,,0.7,0.8,0.9,1,1,1.1,1.2,1.4,1.4,1.5,1.6
653,3,        Gross operating surplus,,,,,,,,,,,,,,,,,,,,,,,,,,3.8,4.1,4.7,4.8,5,5.4,6.1,6.8,7,7.2,7.7
654,3,      Intermediate inputs,,1.2,1.3,1.5,1.5,1.5,1.7,1.9,2.3,2.3,2.5,2.7,2.9,3.1,3.7,4,4.3,4.6,5.2,5.3,5.7,6,7.1,8.7,8.6,8.9,11,12,13.4,13.1,14.3,15.4,16.7,17.9,19.3,20.1
655,3,        Energy inputs,,0.3,0.4,0.4,0.4,0.3,0.3,0.3,0.4,0.3,0.3,0.4,0.5,0.6,0.8,0.9,0.9,1.1,1.3,1.4,1.4,1.4,1.5,1.7,1.4,1.4,1.7,1.9,2.2,2.1,2.2,2.1,2,2,2,1.6
656,3,        Materials inputs,,0.3,0.3,0.3,0.3,0.3,0.4,0.4,0.4,0.4,0.4,0.4,0.5,0.6,0.8,0.9,1,1.2,1.6,1.7,1.8,1.9,2.1,2.6,2.6,2.8,3.6,4,4.4,4.5,5.1,4.7,4.4,4.1,3.6,3.1
657,3,        Purchased-services inputs,,0.6,0.7,0.8,0.8,0.9,1,1.2,1.5,1.6,1.8,1.9,1.8,1.9,2.2,2.2,2.4,2.3,2.3,2.3,2.4,2.7,3.4,4.4,4.7,4.7,5.7,6.1,6.8,6.5,7,8.6,10.3,11.9,13.7,15.4
658,2,"  Educational services, health care, and social assistance",,28.1,31.9,34.8,38.5,42.6,48.3,54.8,61.6,68.6,76,84.8,94.8,109.5,124.8,140.7,158.9,179.2,205.5,239.4,265.6,299.3,328.6,360.7,394.9,438.9,495.3,545.4,606.9,659.4,720.6,760.3,795.5,841.8,884.2,929.4
659,2,    Value added,,17.9,19.9,21.7,24.4,27.6,31.2,35.7,40.4,44.9,50.5,56.4,63.4,73.1,82.7,92.3,104.3,118.2,134.1,152.6,169.1,190,207.6,226.9,246.5,278.9,302.9,339.2,377.9,414.2,449.4,484.6,516,538.5,561.9,590.6
660,2,      Compensation of employees,,,,,,,,,,,,,,,,,,,,,,,,,,222.6,244.5,270.8,303,332.1,363,389.4,412.1,432.5,454.3,474.5
661,2,      Taxes on production and imports less subsidies,,,,,,,,,,,,,,,,,,,,,,,,,,5.2,5.9,6.7,7.3,8.1,9.8,11.9,12.2,12.5,13,13.2
662,2,      Gross operating surplus,,,,,,,,,,,,,,,,,,,,,,,,,,51.1,52.6,61.7,67.6,74,76.6,83.3,91.7,93.4,94.6,102.8
663,2,    Intermediate inputs,,10.2,12,13.1,14.1,15,17.1,19,21.2,23.8,25.6,28.4,31.4,36.4,42.2,48.4,54.5,61,71.5,86.8,96.5,109.3,121,133.8,148.4,160,192.4,206.2,229.1,245.2,271.2,275.7,279.5,303.3,322.3,338.8
664,2,      Energy inputs,,0.9,1,1,1.1,1.2,1.4,1.5,1.7,1.9,2,2.1,2.6,3.2,3.6,4.1,4.4,5.3,6,7.2,7.5,8,7.8,7.8,6.9,7.4,7.8,7.9,8.5,8.3,8.2,7.8,7.2,7.1,7,6.5
665,2,      Materials inputs,,4.1,4.8,5.3,5.7,6,6.7,7.5,8,8.9,9.8,10.6,12.3,13.6,16.8,20.1,22.3,24.5,31.3,36.7,39.4,42.3,45.5,50.7,54.5,61.5,69.7,70,73.5,75.6,79.4,86.8,93.8,109.8,117.7,125.7
666,2,      Purchased-services inputs,,5.2,6.3,6.8,7.3,7.8,9,10.1,11.5,13,13.8,15.8,16.5,19.6,21.7,24.2,27.9,31.2,34.2,42.9,49.6,59,67.7,75.3,87,91.1,114.9,128.2,147.1,161.3,183.5,181.1,178.5,186.4,197.6,206.6
667,3,    Educational services,,6.1,6.7,7.6,8.5,9.4,10.4,11.5,12.8,13.9,14.9,16.4,17.7,19.5,21.4,23,25.4,27.9,31.3,35,38.8,42.4,45.9,49.5,53.2,56.7,63,68.9,74.6,79.3,84.5,89.2,94.3,100.7,108.5,113.1
668,3,      Value added,,3.2,3.6,4.1,4.6,5,5.7,6.6,7.5,8.5,9.6,10.6,11.2,12.2,12.7,13.2,14.4,15.9,17.9,19.6,21.2,24.1,26.6,28.8,30.4,33.6,35.9,39,41.4,45.6,49,53.7,59.7,65.2,70.6,77.1
669,3,        Compensation of employees,,,,,,,,,,,,,,,,,,,,,,,,,,29.2,31,33.7,36.3,39.3,42.7,46.2,50.3,54.6,59,59.2
670,3,        Taxes on production and imports less subsidies,,,,,,,,,,,,,,,,,,,,,,,,,,1.4,1.6,1.7,1.8,2,2.1,2.4,2.8,3,3.2,3.3
671,3,        Gross operating surplus,,,,,,,,,,,,,,,,,,,,,,,,,,3,3.3,3.6,3.3,4.4,4.2,5.1,6.6,7.6,8.4,14.6
672,3,      Intermediate inputs,,2.9,3.1,3.5,3.9,4.3,4.7,4.9,5.3,5.4,5.2,5.8,6.5,7.3,8.8,9.8,11,12,13.4,15.4,17.6,18.3,19.2,20.7,22.8,23.1,27.1,30,33.1,33.7,35.4,35.5,34.7,35.6,37.8,36
673,3,        Energy inputs,,0.3,0.3,0.3,0.4,0.4,0.4,0.5,0.5,0.6,0.6,0.6,0.8,0.8,0.9,1,1,1.1,1.2,1.3,1.2,1.2,1.1,1.1,1,1,1,1,1.1,0.9,0.8,1,1.2,1.4,1.6,1.8
674,3,        Materials inputs,,0.6,0.6,0.7,0.8,0.8,0.9,0.9,1,1,1,1.1,1.3,1.4,1.7,2,2.3,2.5,3.1,3.5,4,3.8,3.8,4,4.3,4.2,4.5,4.4,4.3,4,3.7,5.4,7,9.2,11.4,11.9
675,3,        Purchased-services inputs,,1.9,2.1,2.4,2.8,3.1,3.4,3.5,3.8,3.8,3.6,4.1,4.4,5.1,6.1,6.8,7.8,8.4,9.1,10.7,12.5,13.4,14.3,15.6,17.5,17.9,21.6,24.5,27.7,28.7,30.9,29.1,26.5,25,24.8,22.3
676,3,    Health care and social assistance,,22,25.2,27.2,30,33.2,37.8,43.3,48.7,54.8,61.2,68.4,77.1,90,103.4,117.8,133.5,151.3,174.2,204.3,226.7,256.8,282.7,311.2,341.7,382.3,432.3,476.4,532.4,580.1,636.1,671.1,701.2,741,775.7,816.3
677,3,      Value added,,14.7,16.3,17.6,19.8,22.6,25.5,29.1,32.9,36.4,40.8,45.8,52.2,61,70,79.1,89.9,102.3,116.1,133,147.9,165.9,181,198.1,216.1,245.3,267.1,300.2,336.4,368.6,400.4,430.9,456.3,473.3,491.3,513.5
678,3,        Compensation of employees,,,,,,,,,,,,,,,,,,,,,,,,,,193.4,213.4,237.1,266.7,292.8,320.3,343.2,361.8,378,395.3,415.3
679,3,        Taxes on production and imports less subsidies,,,,,,,,,,,,,,,,,,,,,,,,,,3.8,4.4,5,5.5,6.1,7.7,9.5,9.4,9.5,9.8,10
680,3,        Gross operating surplus,,,,,,,,,,,,,,,,,,,,,,,,,,48.1,49.3,58.2,64.3,69.6,72.4,78.2,85.1,85.8,86.2,88.2
681,3,      Intermediate inputs,,7.3,8.9,9.6,10.2,10.6,12.3,14.2,15.9,18.4,20.3,22.6,24.9,29,33.4,38.6,43.5,49.1,58.1,71.3,78.8,91,101.8,113.1,125.7,137,165.3,176.2,195.9,211.5,235.8,240.2,244.9,267.7,284.4,302.8
682,3,        Energy inputs,,0.5,0.7,0.7,0.7,0.8,0.9,1,1.1,1.3,1.4,1.5,1.9,2.4,2.7,3.1,3.4,4.2,4.8,5.9,6.3,6.8,6.7,6.6,5.9,6.4,6.7,6.9,7.4,7.4,7.4,6.8,6.1,5.7,5.4,4.7
683,3,        Materials inputs,,3.5,4.1,4.6,4.9,5.2,5.8,6.6,7,7.9,8.8,9.5,11,12.3,15.1,18,20,22,28.2,33.2,35.5,38.6,41.7,46.7,50.2,57.3,65.2,65.6,69.2,71.6,75.7,81.4,86.9,100.5,106.3,113.8
684,3,        Purchased-services inputs,,3.3,4.1,4.3,4.5,4.6,5.6,6.6,7.7,9.2,10.1,11.6,12.1,14.4,15.6,17.5,20.1,22.9,25.1,32.2,37.1,45.6,53.3,59.8,69.5,73.3,93.3,103.7,119.4,132.5,152.6,152,152,161.4,172.7,184.3
685,4,      Ambulatory health care services,,11.9,14,14.9,15.8,16.6,18.1,20.2,22.5,24.2,26.3,29.9,33.1,38.4,43.2,49.3,54.4,61.1,70.1,83,89.9,103.4,117.1,132.1,147.4,170.6,195.1,214,240.3,262.5,292.5,309.6,328.4,352.2,368.9,388.2
686,4,        Value added,,7.1,7.9,8.6,9.6,10.9,12.3,14,15.9,17.6,19.7,22,25.1,29.3,33.6,38.1,42.9,48,54,61.9,67.8,76.5,84.9,93.8,103.2,120.8,132.7,148.7,167,182.7,199.3,213.2,227,235.4,242.2,250.9
687,4,          Compensation of employees,,,,,,,,,,,,,,,,,,,,,,,,,,85.9,96.3,106.2,119.7,130.9,144.8,154.9,164.9,173.7,180.6,189.5
688,4,          Taxes on production and imports less subsidies,,,,,,,,,,,,,,,,,,,,,,,,,,1.2,1.4,1.6,1.8,2,2.6,3.5,3.7,3.9,4.2,4.6
689,4,          Gross operating surplus,,,,,,,,,,,,,,,,,,,,,,,,,,33.7,34.9,40.8,45.5,49.8,51.9,54.8,58.5,57.8,57.4,56.8
690,4,        Intermediate inputs,,4.8,6,6.3,6.2,5.6,5.8,6.2,6.6,6.6,6.6,7.9,8,9.1,9.6,11.2,11.5,13.1,16.2,21.2,22.1,26.9,32.2,38.2,44.2,49.8,62.4,65.3,73.3,79.8,93.2,96.4,101.3,116.9,126.7,137.3
